,aqi,pm10,hour,day_of_week,day_of_month,month,hour_sin,hour_cos,day_sin,day_cos,is_night,is_morning,is_afternoon,is_evening,is_weekend,lag_1h,lag_2h,lag_3h,lag_6h,lag_12h,lag_24h,lag_48h,lag_72h,lag_96h,lag_120h,lag_144h,lag_168h,lag_same_hour_yesterday,lag_same_hour_last_week,rolling_mean_3h,rolling_std_3h,rolling_min_3h,rolling_max_3h,rolling_mean_6h,rolling_std_6h,rolling_min_6h,rolling_max_6h,rolling_mean_12h,rolling_std_12h,rolling_min_12h,rolling_max_12h,rolling_mean_24h,rolling_std_24h,rolling_min_24h,rolling_max_24h,rolling_mean_72h,rolling_std_72h,rolling_min_72h,rolling_max_72h,rolling_mean_168h,rolling_std_168h,rolling_min_168h,rolling_max_168h,rolling_trend_24h,diff_1h,diff_3h,diff_24h,diff_week,roc_1h,roc_24h,weekly_seasonal,daily_seasonal,hourly_seasonal,target_24h,target_72h,aqi_hour_interaction
lag_24h,0.4453841070642778,0.09561393010475085,0.0033209137988317603,-0.04829342164414467,-0.13285235232953257,0.2628923244489451,-0.003293344974868289,0.0060676134621379515,0.1872008671444076,-0.04473710804605492,2.0819010565235097e-05,-0.0016447018346780109,-0.00938937376506049,0.011013256589172833,-0.042215505645599484,0.4648324861290125,0.48581510877348205,0.508965355874202,0.5887216632363931,0.7665676808244805,1.0,0.44585180004168395,0.2722079278742237,0.1320514915843906,0.04502781405308017,-0.0609202012945313,-0.062472703945294666,1.0,-0.062472703945294666,0.4876849360930161,-0.09865516075895607,0.4906819202928248,0.48431815530832395,0.5280040648069069,-0.10258071241649316,0.5346145390925672,0.5214408307167708,0.623020028090501,-0.09917113024838542,0.6376226748003483,0.6095557090237806,0.8258436555665403,-0.08806668238525539,0.8087792806207568,0.763805752779688,0.8149957757204515,0.11273335955173559,0.5493405875073945,0.6953880432125559,0.6223646413072017,0.4200809990610039,0.027237667870743033,0.5409417720936801,-0.523320170324658,-0.21329264861752412,-0.28143922989600106,-0.5472798131315418,0.27763732405895686,-0.19300587063039842,-0.5080532067605701,0.6223646413072017,0.8258436555665403,0.02049862472024334,0.27652794051540786,0.15230826867400254,0.1504643283040725
lag_48h,0.27950766013604667,0.04272274056928875,-0.0014965635886846525,-0.041741894363591145,-0.1264797884067539,0.17014068921047312,0.0012731918445495097,0.0051656819289365805,0.16208871923051718,-0.21153647138171594,0.0029749250940333694,0.00014562570390375376,-0.008591916530320922,0.00547136573238339,-0.17758683206392417,0.2835663524818827,0.287345260663397,0.2910511005461954,0.30291318239517145,0.32237489367137945,0.44585180004168395,1.0,0.4439285149338935,0.2989504263355351,0.1468967215012462,0.06739697006050378,-0.038312687351073085,0.44585180004168395,-0.038312687351073085,0.2880021731990393,0.053596210534247644,0.2824761789578376,0.29293216004661876,0.29547990370576177,0.08328158564990851,0.2803203584515425,0.30798117469908814,0.3109874368612946,0.09084385438068132,0.28211574474450934,0.33069701890907083,0.36497290525195347,0.034055972063002156,0.3451990789620956,0.38156369608734514,0.7992089092710106,-0.027844558906248422,0.5732297330975534,0.6042648401567536,0.6526988775694127,0.3265702673208271,0.006394091174972173,0.46752164959968506,-0.13767304304309624,-0.04325975141978347,-0.05046239395691593,-0.18361325150403215,0.15743799753553014,-0.03781326516217024,-0.12727120648996137,0.6526988775694127,0.36497290525195347,0.014744387779771008,0.10502764241073492,0.03937371506400269,0.09643735385212386
lag_72h,0.10436532970663792,0.002499117387364598,0.0010878204498208257,-0.0018384488976962469,-0.11725183869814745,0.07005198140652522,8.354529476123585e-06,0.0027307669524297704,0.024501697823428793,-0.3016854299150459,-0.00012601457982996584,0.0009661117786953519,-0.0072668407701867496,0.006426743571321017,-0.16590870753789982,0.10904237144996964,0.11399724553663956,0.11935285010670424,0.14062551330508014,0.19028637121573863,0.2722079278742237,0.4439285149338935,1.0,0.46668056241303996,0.30913519698925845,0.16463868777473184,0.08309441987482526,0.2722079278742237,0.08309441987482526,0.11439995760444853,0.07681207169585008,0.10881837165361812,0.12015314538332378,0.12456525138352866,0.11625039169377437,0.10925145782248342,0.14139264332252455,0.14986304006372822,0.16787863328269567,0.11141986145167232,0.1894870558197666,0.20711512933619636,0.21276699635350174,0.1124372462731088,0.2767176297127226,0.5472077052583523,-0.03064739142277705,0.5127738618040135,0.488255525904701,0.6192832949981931,0.26030289462089906,0.0068991014438575604,0.4178307692256753,-0.1667609369415333,-0.051312076956920874,-0.0672742771982814,-0.1857243899347063,-0.03444351884473098,-0.042575837228051534,-0.10024830934303697,0.6192832949981931,0.20711512933619636,0.015151676569374953,0.0021340953386315047,-0.0033960067895137465,0.03486642329527854
lag_96h,0.029971606479263956,-0.07166272099862625,0.006620616560414777,0.22388060379495678,-0.1159017854325283,0.0020529675988428743,-0.006023446790759297,0.005257729310650603,-0.16500887351145171,-0.23421058592524255,-0.0021826487224680348,-0.0035828384689567637,-0.006053761550996118,0.011819248742420619,0.16139457705615573,0.03560672804404526,0.04100759656073606,0.04627263356992424,0.06140937646167939,0.08510240537277902,0.1320514915843906,0.2989504263355351,0.46668056241303996,1.0,0.4881940191326029,0.3348060870442308,0.19374264880227096,0.13205149158439058,0.19374264880227096,0.04105750261018269,0.0546719860611162,0.03735950542569363,0.04479562739850083,0.049083127608441836,0.07910915520934167,0.03908305745843382,0.05948940030167711,0.06357755350519236,0.10915117294117488,0.03598698996934018,0.08556718833933236,0.09167279287850763,0.14924369165943116,0.014188723547415306,0.13074503588570616,0.26732810581332067,0.1510347786252144,0.1238412485033926,0.2897224275853561,0.5774923726736614,0.20131058561815332,0.07257042917240455,0.42304182811902535,-0.09552757050010514,-0.06246615649824801,-0.0737013982305833,-0.1232750017223617,-0.193883186200434,-0.0596494330639977,-0.062166437209470723,0.5774923726736614,0.09167279287850763,0.01654160719349568,-0.10062849450437719,0.01489574530905859,0.016930166398490026
lag_120h,-0.08379226579956447,-0.06505966648013471,0.003606714293074488,0.23519177082157616,-0.10810523866309633,-0.07245422514812448,-0.002480865488075987,0.0028705711072872907,-0.21971004818116044,-0.05184092107264707,-0.0015857794311003382,-0.00044727112159236173,-0.006221134691239605,0.00825418524393208,0.2170101974185548,-0.08161796515527343,-0.07903186711534782,-0.07600713316560578,-0.06332264787248751,-0.03246450034486948,0.04502781405308017,0.1468967215012462,0.30913519698925845,0.4881940191326029,1.0,0.5038445863745639,0.35383408639162445,0.04502781405308019,0.35383408639162445,-0.07907424917698067,-0.0015598602646324966,-0.07867820034527674,-0.07970412276046593,-0.07394681227366791,0.019464710106454976,-0.07434835060865215,-0.07167374716099864,-0.06152049160737407,0.03658237692698912,-0.06416881962699114,-0.04961251553122996,-0.028566927620010344,0.05940412428302746,-0.04990137865047717,0.007039124030507859,0.10701251772293445,0.20210711343266477,-0.06416727034551804,0.20232975460961827,0.4871356378202776,0.15831127408764853,0.09038657380971803,0.4006133926022865,-0.12919059138288871,-0.024742586379393798,-0.03658138847573183,-0.14799337914438912,-0.38877777731314955,-0.02015012621603243,-0.09646573339117463,0.4871356378202776,-0.028566927620010344,0.014860938371656312,-0.10477309178376937,0.12433859681728669,-0.02544102826440805
lag_144h,-0.08293655072747773,-0.05311849349493328,0.002760994103955326,-0.03318770242198854,-0.07734629373382958,-0.12547646976051754,-0.0020267996544964056,0.004863311898440692,-0.11807929720819449,0.10422717822434317,6.002385566372601e-05,-0.001300516872715166,-0.007302902439093156,0.008543395456144399,0.03412454026431807,-0.08055038576439556,-0.07837983754127181,-0.07639977324669654,-0.07027887763416413,-0.06685127235091841,-0.0609202012945313,0.06739697006050378,0.16463868777473184,0.3348060870442308,0.5038445863745639,1.0,0.5190557655197773,-0.0609202012945313,0.5190557655197773,-0.0786305843910704,-0.0010638968248431403,-0.0781357980012889,-0.07930803584947174,-0.07591875404788716,0.003021090466631213,-0.07457511941095075,-0.0762512146787419,-0.0735552575937921,-0.002673882018296046,-0.070529124390694,-0.07256296852316539,-0.07542205090654562,0.007440592783914674,-0.07888312656373492,-0.06788061847668113,-0.007337367067207445,0.1218044679261448,-0.09051312641167088,0.08285794536145748,0.3848412827215788,0.12081076519236747,0.07517829082674352,0.3508312275610362,-0.026442383003586905,-0.02709295384344492,-0.030970986108409405,-0.04716756292444654,-0.4919721710570657,-0.02409359935375083,-0.00020124372162305866,0.3848412827215788,-0.07542205090654562,0.015128253263037813,-0.09735379162035268,0.10988455629391028,-0.024528103349099502
lag_168h,-0.07624394353730093,0.012454861567829628,0.004899778687794484,-0.10584743713523499,-0.07305516499577225,-0.1912034369285359,-0.003919025788308264,0.0042573803044995825,0.06544192058236141,0.12321504912998532,-0.0016564913556622843,-0.0019720135186455223,-0.006152682178174292,0.009781187052481977,-0.04301838899995372,-0.08058665753272316,-0.08448540577599678,-0.08780120750577576,-0.09314097502442199,-0.09183054659743703,-0.062472703945294666,-0.038312687351073085,0.08309441987482526,0.19374264880227096,0.35383408639162445,0.5190557655197773,1.0,-0.06247270394529463,1.0,-0.08448993395077486,0.07040523022868757,-0.08815810198617488,-0.0806805305582879,-0.08873906980566793,0.08192286059924285,-0.09473388136869211,-0.07836038749462511,-0.09328320925591864,0.0751394092661949,-0.09937114774347698,-0.06957708226641003,-0.09214534494652503,0.04446021443436478,-0.09021383655021428,-0.050300504888680014,-0.08067741594326057,0.05309072682035586,-0.10806458129460064,-0.029808192557161536,0.19201320730443927,0.16806713413576438,-0.04777971393721986,0.29900387226133607,-0.03538883353729706,0.047782849580747765,0.04989016139632521,-0.038786690347953595,-0.7855635635413399,0.05432227089790747,0.014713979886019218,0.19201320730443927,-0.09214534494652503,0.015297697525189202,0.017822260882332963,0.11539093070244022,-0.024617605460641553
lag_same_hour_yesterday,0.4453841070642778,0.09561393010475085,0.0033209137988317603,-0.04829342164414467,-0.13285235232953257,0.2628923244489451,-0.003293344974868289,0.0060676134621379515,0.1872008671444076,-0.04473710804605492,2.0819010565235097e-05,-0.0016447018346780109,-0.00938937376506049,0.011013256589172833,-0.042215505645599484,0.4648324861290125,0.48581510877348205,0.508965355874202,0.5887216632363931,0.7665676808244805,1.0,0.44585180004168395,0.2722079278742237,0.13205149158439058,0.04502781405308019,-0.0609202012945313,-0.06247270394529463,1.0,-0.062472703945294666,0.4876849360930161,-0.09865516075895607,0.4906819202928248,0.48431815530832395,0.5280040648069069,-0.10258071241649316,0.5346145390925672,0.5214408307167708,0.623020028090501,-0.09917113024838542,0.6376226748003483,0.6095557090237806,0.8258436555665403,-0.08806668238525539,0.8087792806207568,0.763805752779688,0.8149957757204515,0.11273335955173559,0.5493405875073945,0.6953880432125559,0.6223646413072017,0.4200809990610039,0.027237667870743033,0.5409417720936801,-0.523320170324658,-0.21329264861752412,-0.28143922989600106,-0.5472798131315418,0.27763732405895686,-0.19300587063039842,-0.5080532067605701,0.6223646413072017,0.8258436555665403,0.02049862472024334,0.27652794051540786,0.15230826867400254,0.1504643283040725
lag_same_hour_last_week,-0.07624394353730093,0.012454861567829628,0.004899778687794484,-0.10584743713523499,-0.07305516499577225,-0.1912034369285359,-0.003919025788308264,0.0042573803044995825,0.06544192058236141,0.12321504912998532,-0.0016564913556622843,-0.0019720135186455223,-0.006152682178174292,0.009781187052481977,-0.04301838899995372,-0.08058665753272316,-0.08448540577599678,-0.08780120750577576,-0.09314097502442199,-0.09183054659743703,-0.062472703945294666,-0.038312687351073085,0.08309441987482526,0.19374264880227096,0.35383408639162445,0.5190557655197773,1.0,-0.062472703945294666,1.0,-0.08448993395077486,0.07040523022868757,-0.08815810198617488,-0.0806805305582879,-0.08873906980566793,0.08192286059924285,-0.09473388136869211,-0.07836038749462511,-0.09328320925591864,0.0751394092661949,-0.09937114774347698,-0.06957708226641003,-0.09214534494652503,0.04446021443436478,-0.09021383655021428,-0.050300504888680014,-0.08067741594326057,0.05309072682035586,-0.10806458129460064,-0.029808192557161536,0.19201320730443927,0.16806713413576438,-0.04777971393721986,0.29900387226133607,-0.03538883353729706,0.047782849580747765,0.04989016139632521,-0.038786690347953595,-0.7855635635413399,0.05432227089790747,0.014713979886019218,0.19201320730443927,-0.09214534494652503,0.015297697525189202,0.017822260882332963,0.11539093070244022,-0.024617605460641553
rolling_mean_3h,0.9882549666162422,0.2510988296542638,0.004196732633285395,-0.0937659840057415,-0.2299640626940909,0.302295774740321,0.0007943790049199674,0.008644553436308539,0.0816883779910338,0.07099703590648701,-0.0010148211451906912,0.001515280888023942,-0.011163032597094127,0.010662572854260451,-0.04497561259578386,0.9966106324488467,0.9996727174693749,0.9966045479843574,0.9629315604662799,0.8259500189870038,0.4876849360930161,0.2880021731990393,0.11439995760444853,0.04105750261018269,-0.07907424917698067,-0.0786305843910704,-0.08448993395077486,0.4876849360930161,-0.08448993395077486,1.0,-0.09190500847503666,0.9981314572355438,0.9980088590389512,0.9945708133837079,-0.07001509376929951,0.9864920198306129,0.9881150527307545,0.9617318795875043,-0.031904747776746296,0.935551448460469,0.9432782690823092,0.8513348832936551,0.02447274078548552,0.7893052002941667,0.8263973402832415,0.6217395954898894,0.26713221994725106,0.4079722737121374,0.653946514354647,0.455085410382611,0.5273826860819784,-0.10311273179465362,0.5586086010532958,0.475170670379418,-0.08628785228304481,-0.030460912877963733,0.445099927119931,0.6110826396551479,-0.08583968216954861,0.4597367424761564,0.455085410382611,0.8513348832936551,0.003688826619812237,0.40716739506049154,0.2396455892228415,0.34934982003635906
rolling_std_3h,-0.08434773007649941,-0.0029492181613751333,-0.020157916880193034,-0.08491179489277163,0.03563094122822503,0.08950531071608755,0.0664473038692502,0.16357166775364343,0.07262490773101381,-0.008801370360240516,0.08323042159283335,-0.012311281523620663,-0.17739067848172935,0.10647153841251651,-0.07092318516221761,-0.08168681450043809,-0.0914452866354835,-0.1019415213804008,-0.14850484478303216,-0.15447572167187898,-0.09865516075895607,0.053596210534247644,0.07681207169585008,0.0546719860611162,-0.0015598602646324966,-0.0010638968248431403,0.07040523022868757,-0.09865516075895607,0.07040523022868757,-0.09190500847503666,1.0,-0.15156984646646174,-0.029849675926882816,-0.11375744448989254,0.8538781086370261,-0.20262581453643438,-0.0011912483970348327,-0.1373853801749192,0.5345788539369292,-0.23127550825964596,0.01048715230390322,-0.14314967337052723,0.18260838519765607,-0.19862168689996182,-0.02168530413414032,-0.04095977114330719,0.044726762079891964,-0.08029141373061913,0.0037082181382961155,0.0030978675600216647,-0.006988953320181113,-0.03399104613306442,-0.018471611923525914,-0.0016450152856807053,-0.030157888503051553,0.0771352861554003,0.006984407204590042,-0.07649960741834433,-0.044985099530325354,0.07065216390750885,0.0030978675600216647,-0.14314967337052723,0.06607241899187984,-0.0003170777256556905,0.044603665652006304,-0.0875409635507918
rolling_min_3h,0.9864070441175098,0.24975340270521285,0.0065304261914782245,-0.08784456787440152,-0.23072869954546713,0.2947492132601772,-0.004398171598594298,-0.0012527663358343445,0.07639381392044542,0.0710874681572667,-0.006693119018190002,0.001595573264398136,-0.00022793903777126547,0.00532548479156268,-0.04009664915842,0.9942547057444594,0.9975843687171736,0.9954572013351838,0.9649451864459576,0.8294935893466147,0.4906819202928248,0.2824761789578376,0.10881837165361812,0.03735950542569363,-0.07867820034527674,-0.0781357980012889,-0.08815810198617488,0.4906819202928248,-0.08815810198617488,0.9981314572355438,-0.15156984646646174,1.0,0.9925088554902848,0.9941865625678048,-0.12234458753283453,0.9917591966538708,0.9809282066085501,0.9630915361413661,-0.06531500476086793,0.9430955532708176,0.9356380488618437,0.8540414035805172,0.012716928872076153,0.7960213014356166,0.8217234831012847,0.6197298764552186,0.26242951140520726,0.4098692638503013,0.6489127928308214,0.451652150301272,0.524580448312033,-0.10094702779167253,0.5558484708986973,0.47125142308984075,-0.08065081742446616,-0.03355227115098493,0.441159190242147,0.611581326773708,-0.07901290405725105,0.4516492594650585,0.451652150301272,0.8540414035805172,0.000982914182812826,0.40493167084788695,0.2354682283643825,0.35321507036176036
rolling_max_3h,0.9870779375720244,0.25240423886345,0.002819405541819871,-0.09958749060752084,-0.22844664994745048,0.30968327386184424,0.005197034365151507,0.018728747140697517,0.08672858803824378,0.0707102492343553,0.004272559434309167,0.0008377567518253824,-0.02228432959855567,0.017174013412420693,-0.04970402535136022,0.9953336126152749,0.9975052528518772,0.9940890089669787,0.9577215453528374,0.8200788576861717,0.48431815530832395,0.29293216004661876,0.12015314538332378,0.04479562739850083,-0.07970412276046593,-0.07930803584947174,-0.0806805305582879,0.48431815530832395,-0.0806805305582879,0.9980088590389512,-0.029849675926882816,0.9925088554902848,1.0,0.9914255843253253,-0.01757401132032598,0.977834773345944,0.9919994032982121,0.9571751469565034,0.0013197320800322101,0.9249621498250951,0.9479027939680689,0.846260162438708,0.036207775618236564,0.7803548560333559,0.8288419709991027,0.622319481272475,0.2709860093943503,0.40502890559230603,0.6573411002594943,0.4574616264913628,0.5290890818485482,-0.10576528611957044,0.5599072349815382,0.4760871906052571,-0.08518377093834958,-0.024544631130730837,0.4466530276333451,0.6091001971207395,-0.0854838561768302,0.4654416993565697,0.4574616264913628,0.846260162438708,0.008409293056720144,0.40940331116754947,0.24351223826506974,0.3453350394161045
rolling_mean_6h,0.9722040433726264,0.2239779446446851,-0.000983757076533726,-0.0879518543371872,-0.21911072980919247,0.30425848705966224,0.0038197239310908894,0.00696575349471783,0.0909248823605365,0.0663751028269446,0.0022728397733088163,0.0020282605509700288,-0.008174187009464932,0.0038730866851856816,-0.041767590483133964,0.9849413306213475,0.9936864635862592,0.9980190409126873,0.9851898286690165,0.8696875652991447,0.5280040648069069,0.29547990370576177,0.12456525138352866,0.049083127608441836,-0.07394681227366791,-0.07591875404788716,-0.08873906980566793,0.5280040648069069,-0.08873906980566793,0.9945708133837079,-0.11375744448989254,0.9941865625678048,0.9914255843253253,1.0,-0.08575764176253722,0.9932910930147716,0.9915584557292987,0.9828898964273366,-0.04117775122391734,0.9554457714260344,0.9594331775385008,0.8876231612567332,0.016728891271048135,0.8164316965547825,0.8483060824508066,0.648035797882896,0.25484305616768205,0.4318758502859958,0.6694210720722658,0.4752901392696349,0.5249634562089383,-0.08396574797919323,0.5667049413439157,0.43101181024476926,-0.1351229727153839,-0.10857072004707885,0.3916975593511786,0.6023477897896805,-0.12755436752050045,0.4067572286940912,0.4752901392696349,0.8876231612567332,-0.0016772845266807277,0.3890654068662824,0.23375580424834397,0.3421354902466654
rolling_std_6h,-0.069578231270744,-0.032102382508782314,-0.11889611185513545,-0.10747516947790532,0.034267572037710456,0.12274611174619741,0.16572805118340403,0.08840460252677491,0.10667763289568132,-0.010404485834258147,0.10836440728614666,0.05986447368890344,-0.1343218490873686,-0.0339070318876821,-0.10107824214018603,-0.06449643427432139,-0.06785340397747898,-0.07720503957650895,-0.11135793608666074,-0.13976951107803817,-0.10258071241649316,0.08328158564990851,0.11625039169377437,0.07910915520934167,0.019464710106454976,0.003021090466631213,0.08192286059924285,-0.10258071241649316,0.08192286059924285,-0.07001509376929951,0.8538781086370261,-0.12234458753283453,-0.01757401132032598,-0.08575764176253722,1.0,-0.1960642581856936,0.041045202329321684,-0.11251138063915299,0.7897495326983635,-0.26208909646143175,0.082349209690055,-0.12746384381134584,0.33743304642531957,-0.23532577129889565,0.051581603893486566,-0.007700779964555684,0.10124381237736219,-0.09644381412670648,0.06696074325876293,0.03944176398360238,0.007766454934196771,-0.03164735649759006,0.023589534790596816,0.024968356047613542,-0.05698100587831875,0.03260843598226302,0.020244501953658744,-0.0810650176483727,-0.09377970664497273,0.1287684834405933,0.03944176398360238,-0.12746384381134584,-0.03562107807531537,0.01252943545218085,0.0583788060725156,-0.16558568307521115
rolling_min_6h,0.9654514853484664,0.22666291668745367,0.017216481441200908,-0.07443977905312607,-0.22181269278193494,0.2847537166042161,-0.021431022635533394,0.00022371119481649903,0.07545956549576749,0.06727648592332229,-0.01117462169250512,-0.00959311098742036,0.006471708280016665,0.014296024399908402,-0.028242532165879356,0.9773211460309247,0.9853556555273534,0.9897907247537022,0.9817923384406331,0.8725808445673785,0.5346145390925672,0.2803203584515425,0.10925145782248342,0.03908305745843382,-0.07434835060865215,-0.07457511941095075,-0.09473388136869211,0.5346145390925672,-0.09473388136869211,0.9864920198306129,-0.20262581453643438,0.9917591966538708,0.977834773345944,0.9932910930147716,-0.1960642581856936,1.0,0.9714631042406054,0.9798325376752068,-0.13492682660804084,0.9719155380908415,0.9348123840414512,0.8891143178922242,-0.026006984481100972,0.8331215530091667,0.8290881909696974,0.6388852761021978,0.2399978465023584,0.43577334432061676,0.651355918814594,0.46476502704875117,0.520595187751256,-0.08326769433137944,0.5572731830435786,0.417534975180552,-0.1255195558166008,-0.10192629639027044,0.3807690108184544,0.6015175443854416,-0.11398039570455418,0.3822710823089807,0.46476502704875117,0.8891143178922242,0.008007146677763845,0.3842598441060835,0.22510586195709548,0.36016416035518645
rolling_max_6h,0.9672701981928209,0.22447610790927008,-0.014102352730717352,-0.10299333409848498,-0.21597917112335155,0.32301694631723277,0.021780881047689764,0.019385930162298802,0.10471759182168411,0.0651756397472102,0.015231401708009717,0.008113528308995636,-0.026289526452907695,0.002944596435901862,-0.05519073061618885,0.9800829309556501,0.9873269236325112,0.9899136529797938,0.9741501654721246,0.856419699742023,0.5214408307167708,0.30798117469908814,0.14139264332252455,0.05948940030167711,-0.07167374716099864,-0.0762512146787419,-0.07836038749462511,0.5214408307167708,-0.07836038749462511,0.9881150527307545,-0.0011912483970348327,0.9809282066085501,0.9919994032982121,0.9915584557292987,0.041045202329321684,0.9714631042406054,1.0,0.971816935664883,0.057337287444226434,0.9262794715078474,0.9736589796086191,0.8761544513456296,0.05824123838586467,0.791619825457137,0.8592440752212853,0.6515659589538753,0.26940559461291486,0.42214527328621354,0.6821698996954336,0.48430810624691195,0.5306632578001605,-0.09025903981244221,0.5739864304076568,0.43018168680229113,-0.13599511273044126,-0.09457204315558265,0.3917243834829984,0.5948165158802253,-0.13335627224155164,0.4205587447391552,0.48430810624691195,0.8761544513456296,-0.0012040154180820428,0.39586316056578685,0.24395481303252334,0.3249993378095348
rolling_mean_12h,0.9234381512124746,0.19101398223038205,-0.0041454129623809755,-0.07909432664106632,-0.20126055294222192,0.3087156480545719,0.005599258656616919,0.0016428855063313455,0.1095011028445483,0.054695151471816694,0.0031891998970967413,0.002337281162910641,-0.0032326085923560046,-0.002293872467651813,-0.03727450244473346,0.9434023473923203,0.9605335279740141,0.9744385634421947,0.9959899694106346,0.9435945777185879,0.623020028090501,0.3109874368612946,0.14986304006372822,0.06357755350519236,-0.06152049160737407,-0.0735552575937921,-0.09328320925591864,0.623020028090501,-0.09328320925591864,0.9617318795875043,-0.1373853801749192,0.9630915361413661,0.9571751469565034,0.9828898964273366,-0.11251138063915299,0.9798325376752068,0.971816935664883,1.0,-0.061567870289569955,0.9754346838124174,0.9712240308170454,0.9483442527374744,-9.576259821581916e-05,0.8637606028080497,0.8839179485471523,0.7002937827715007,0.23236177061249014,0.4742008644402148,0.6980811123971052,0.5157551123539661,0.5200588528441917,-0.05294588417163173,0.5801510811669561,0.30111709657978963,-0.21581973764888304,-0.22142638548344296,0.25600673786776335,0.574723919008194,-0.19835466280352526,0.27254452898745657,0.5157551123539661,0.9483442527374744,-0.0017317798511685292,0.36845011848084847,0.22499774819722804,0.3262986428088861
rolling_std_12h,-0.02795268819515231,-0.06642732054496196,-0.09392108895446033,-0.15032906642001723,0.03356771148511404,0.16590693990469071,0.1509759009771996,-0.12231880566173631,0.16231813132346395,-0.01649603179462416,-0.013419855448838515,0.14718688223245216,-0.0031272949998360907,-0.13063973178377722,-0.1607662169675082,-0.028061425044441382,-0.030995055241698335,-0.03643586327152115,-0.05670352059752435,-0.09300559193620835,-0.09917113024838542,0.09084385438068132,0.16787863328269567,0.10915117294117488,0.03658237692698912,-0.002673882018296046,0.0751394092661949,-0.09917113024838542,0.0751394092661949,-0.031904747776746296,0.5345788539369292,-0.06531500476086793,0.0013197320800322101,-0.04117775122391734,0.7897495326983635,-0.13492682660804084,0.057337287444226434,-0.061567870289569955,1.0,-0.2680497878479627,0.16504928792738324,-0.08919110226432456,0.6642339527222278,-0.3066965869338153,0.18255448469747404,0.032440737154510374,0.21263854314231,-0.1463784330482603,0.17081505720914855,0.08243090770484958,0.040318283657817214,-0.053115706230435246,0.09168673966132393,0.061648039368137175,0.0010215966000407853,0.03664824570070633,0.05028428996108029,-0.06667324403834111,-0.05469347283156561,0.23247175399215952,0.08243090770484958,-0.08919110226432456,-0.07015552638537002,0.05187296905529663,0.08103543694164476,-0.10652468600108841
rolling_min_12h,0.9006293921398536,0.20978112307170868,0.019351963750173208,-0.047552079580066756,-0.20696252472956436,0.26563428120537985,-0.030126883651156823,0.0374530016192765,0.07060554843442551,0.05857134411406334,0.007373869797477953,-0.03300178615413185,-0.00852138844031356,0.03414930479696701,7.579302532317515e-05,0.9188951263385626,0.9342944265758136,0.9468279067836314,0.9678812469523409,0.9308675937365858,0.6376226748003483,0.28211574474450934,0.11141986145167232,0.03598698996934018,-0.06416881962699114,-0.070529124390694,-0.09937114774347698,0.6376226748003483,-0.09937114774347698,0.935551448460469,-0.23127550825964596,0.9430955532708176,0.9249621498250951,0.9554457714260344,-0.26208909646143175,0.9719155380908415,0.9262794715078474,0.9754346838124174,-0.2680497878479627,1.0,0.9049906338082735,0.9377718334023046,-0.14906503719169917,0.9086553203501277,0.8199513230297191,0.6745933885514473,0.1849729221754179,0.48972091012378643,0.644021404859675,0.48667427243492534,0.5062599967609184,-0.05169316518362675,0.5487498556979173,0.25982220242820986,-0.19708450937969937,-0.1999570265948464,0.22480867415020123,0.5674486997055227,-0.171275817238183,0.20104199261651584,0.48667427243492534,0.9377718334023046,0.018589078387530752,0.3579694976734727,0.20725577774900739,0.3399935754850972
rolling_max_12h,0.9101687884104996,0.18546142871393764,-0.018425436856117947,-0.11602394168916604,-0.19604393803800987,0.34916539947813696,0.03201056075056584,-0.012379843342587751,0.14579525223003822,0.05234490074006909,0.001686276926818464,0.02708992933084364,-0.01119074687797995,-0.017585459379682613,-0.07245173463270797,0.9284326537958396,0.94226653161138,0.9524414230730788,0.9653071789338006,0.9121383424244043,0.6095557090237806,0.33069701890907083,0.1894870558197666,0.08556718833933236,-0.04961251553122996,-0.07256296852316539,-0.06957708226641003,0.6095557090237806,-0.06957708226641003,0.9432782690823092,0.01048715230390322,0.9356380488618437,0.9479027939680689,0.9594331775385008,0.082349209690055,0.9348123840414512,0.9736589796086191,0.9712240308170454,0.16504928792738324,0.9049906338082735,1.0,0.9205862377168214,0.1446330046846727,0.79321881465945,0.9218851247453244,0.706634322712629,0.28387597677174453,0.43692577964497664,0.7366862490547612,0.5375474138170266,0.537612219602026,-0.07541390857643364,0.6045670680162719,0.29239816423002246,-0.19699968740442153,-0.18282962192844618,0.25194021154970103,0.5523024205555351,-0.19549239492466539,0.30947854788314383,0.5375474138170266,0.9205862377168214,-0.00995304097284874,0.3907717532950679,0.24923179499466813,0.30479231155219383
