aqi,pm25,pm10,hour,day_of_week,month,hour_sin,hour_cos,day_sin,day_cos,aqi_pm25_ratio,aqi_pm10_ratio,lag_1h,lag_3h,lag_6h,lag_12h,lag_24h,rolling_mean_6h,rolling_std_6h,rolling_max_6h,rolling_mean_12h,rolling_std_12h,rolling_max_12h,rolling_mean_24h,rolling_std_24h,rolling_max_24h,rolling_mean_72h,rolling_std_72h,rolling_max_72h,target_24h
82.0,49.9,52.5,9,3,12,0.7071067811865476,-0.7071067811865475,0.43388373911755823,-0.900968867902419,1.6110019646365423,1.5327102803738317,82.0,82.0,85.0,89.0,91.0,82.16666666666667,0.40824829046395017,83.0,84.75,2.927145677649426,89.0,87.33333333333333,3.5467887088079393,95.0,85.03448275862068,4.599639639742108,95.0,84.0
83.0,25.4,30.6,10,3,12,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,3.143939393939394,2.6265822784810124,82.0,82.0,83.0,89.0,91.0,82.16666666666667,0.40824829046395017,83.0,84.25,2.6328346286498867,89.0,87.0,3.5630958693126655,95.0,85.0,4.567501391955689,95.0,83.0
83.0,21.7,27.7,11,3,12,0.258819045102521,-0.9659258262890682,0.43388373911755823,-0.900968867902419,3.656387665198238,2.8919860627177703,83.0,82.0,82.0,89.0,90.0,82.33333333333333,0.5163977794943941,83.0,83.75,2.179449471770271,88.0,86.70833333333333,3.593220266565617,95.0,84.96666666666667,4.535982941208859,95.0,83.0
83.0,17.9,23.9,12,3,12,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,4.391534391534392,3.3333333333333335,83.0,82.0,82.0,88.0,89.0,82.5,0.5477225575052355,83.0,83.33333333333333,1.723280873710553,87.0,86.45833333333333,3.635323879676311,95.0,84.93442622950819,4.505066971233665,95.0,83.0
82.0,16.5,22.3,13,3,12,-0.2588190451025208,-0.9659258262890683,0.43388373911755823,-0.900968867902419,4.685714285714286,3.51931330472103,83.0,83.0,82.0,87.0,89.0,82.5,0.5477225575052355,83.0,82.91666666666667,1.3113721705513415,86.0,86.16666666666667,3.702721286774919,95.0,84.88709677419355,4.483502870577999,95.0,83.0
82.0,16.4,22.1,14,3,12,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,4.71264367816092,3.5497835497835495,82.0,83.0,82.0,86.0,89.0,82.5,0.5477225575052355,83.0,82.58333333333333,0.9003366373782483,85.0,85.875,3.745286893289128,95.0,84.84126984126983,4.462049106908485,95.0,83.0
82.0,15.5,20.8,15,3,12,-0.7071067811865471,-0.7071067811865479,0.43388373911755823,-0.900968867902419,4.96969696969697,3.761467889908257,82.0,83.0,82.0,85.0,89.0,82.5,0.5477225575052355,83.0,82.33333333333333,0.4923659639167905,83.0,85.58333333333333,3.7638632635453817,95.0,84.796875,4.4407195452274415,95.0,84.0
82.0,14.6,19.7,16,3,12,-0.8660254037844384,-0.5000000000000004,0.43388373911755823,-0.900968867902419,5.256410256410256,3.961352657004831,82.0,82.0,83.0,83.0,89.0,82.33333333333333,0.5163977794943975,83.0,82.25,0.4522670168660425,83.0,85.29166666666667,3.75880608550183,95.0,84.75384615384615,4.419526166735691,95.0,83.0
82.0,10.9,12.1,17,3,12,-0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,6.890756302521008,6.259541984732825,82.0,82.0,83.0,82.0,89.0,82.16666666666667,0.4082482904639645,83.0,82.25,0.4522670168660425,83.0,85.0,3.730019232961223,95.0,84.71212121212122,4.3984792879607815,95.0,83.0
82.0,18.9,20.1,18,3,12,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,4.120603015075377,3.886255924170616,82.0,82.0,83.0,82.0,91.0,82.0,0.0,82.0,82.25,0.4522670168660425,83.0,84.625,3.5485759544284177,95.0,84.67164179104478,4.377587753136287,95.0,83.0
82.0,24.4,26.0,19,3,12,-0.9659258262890684,0.2588190451025203,0.43388373911755823,-0.900968867902419,3.2283464566929134,3.037037037037037,82.0,82.0,82.0,82.0,95.0,82.0,0.0,82.0,82.25,0.4522670168660425,83.0,84.08333333333333,2.8117249334614796,89.0,84.63235294117646,4.356859103380276,95.0,83.0
81.0,26.7,28.3,20,3,12,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,2.924187725631769,2.7645051194539247,82.0,82.0,82.0,82.0,89.0,81.83333333333333,0.40824829046398653,82.0,82.16666666666667,0.5773502691891428,83.0,83.75,2.674354859221779,89.0,84.57971014492753,4.34675604906033,95.0,83.0
80.0,29.9,31.8,21,3,12,-0.7071067811865477,0.7071067811865474,0.43388373911755823,-0.900968867902419,2.5889967637540456,2.439024390243903,81.0,82.0,82.0,82.0,89.0,81.5,0.8366600265341476,82.0,82.0,0.8528028654221023,83.0,83.375,2.5334715828027767,89.0,84.51428571428572,4.349722153854766,95.0,82.0
79.0,35.0,37.3,22,3,12,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,2.1944444444444446,2.0626631853785904,80.0,82.0,82.0,83.0,89.0,81.0,1.2649110640674128,82.0,81.66666666666667,1.154700538378984,83.0,82.95833333333333,2.386176979963925,89.0,84.43661971830986,4.367844824448636,95.0,82.0
79.0,39.7,42.3,23,3,12,-0.25881904510252157,0.9659258262890681,0.43388373911755823,-0.900968867902419,1.941031941031941,1.8244803695150116,79.0,81.0,82.0,83.0,89.0,80.5,1.3784048752090916,82.0,81.33333333333333,1.302677894557608,83.0,82.54166666666667,2.146365313261141,88.0,84.36111111111111,4.384047764838085,95.0,82.0
79.0,40.9,43.9,0,4,12,0.0,1.0,-0.433883739117558,-0.9009688679024191,1.8854415274463008,1.7594654788418709,79.0,80.0,82.0,83.0,88.0,80.0,1.2649110640674404,82.0,81.0,1.3483997249262292,82.0,82.16666666666667,1.9261736493721904,87.0,84.23611111111111,4.407078351143104,95.0,81.0
79.0,37.8,41.0,1,4,12,0.25881904510252074,0.9659258262890683,-0.433883739117558,-0.9009688679024191,2.0360824742268044,1.880952380952381,79.0,79.0,82.0,82.0,87.0,79.5,0.8366600265342308,81.0,80.75,1.4222261679235697,82.0,81.83333333333333,1.7362294645647252,86.0,84.125,4.43715903272467,95.0,80.0
80.0,32.2,35.7,2,4,12,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,2.4096385542168672,2.17983651226158,79.0,79.0,81.0,82.0,86.0,79.33333333333333,0.516397779494585,80.0,80.58333333333333,1.3789543689021853,82.0,81.58333333333333,1.529895326531993,85.0,84.04166666666667,4.457743697571613,95.0,79.0
