aqi,pm25,pm10,hour,day_of_week,month,hour_sin,hour_cos,day_sin,day_cos,aqi_pm25_ratio,aqi_pm10_ratio,lag_1h,lag_3h,lag_6h,lag_12h,lag_24h,rolling_mean_6h,rolling_std_6h,rolling_max_6h,rolling_mean_12h,rolling_std_12h,rolling_max_12h,rolling_mean_24h,rolling_std_24h,rolling_max_24h,rolling_mean_72h,rolling_std_72h,rolling_max_72h,target_24h
80.0,28.5,32.6,3,4,12,0.7071067811865475,0.7071067811865476,-0.433883739117558,-0.9009688679024191,2.711864406779661,2.380952380952381,80.0,79.0,80.0,82.0,85.0,79.33333333333333,0.516397779494585,80.0,80.41666666666667,1.3113721705512222,82.0,81.375,1.3772215255485492,83.0,83.97222222222223,4.481486870408086,95.0,78.0
81.0,27.1,32.2,4,4,12,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,2.882562277580071,2.439759036144578,80.0,79.0,79.0,82.0,83.0,79.66666666666667,0.8164965809278776,81.0,80.33333333333333,1.2309149097930205,82.0,81.29166666666667,1.3344650993745615,83.0,83.93055555555556,4.495150403690592,95.0,77.0
82.0,34.1,36.9,5,4,12,0.9659258262890683,0.25881904510252074,-0.433883739117558,-0.9009688679024191,2.336182336182336,2.163588390501319,81.0,80.0,79.0,82.0,82.0,80.16666666666667,1.169045194450101,82.0,80.33333333333333,1.2309149097930205,82.0,81.29166666666667,1.3344650993745615,83.0,83.91666666666667,4.499608746684476,95.0,76.0
83.0,30.7,33.3,6,4,12,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,2.6182965299684544,2.419825072886298,82.0,80.0,79.0,82.0,82.0,80.83333333333333,1.47196014438803,83.0,80.41666666666667,1.3789543689021797,83.0,81.33333333333333,1.3726099121797057,83.0,83.93055555555556,4.495150403690592,95.0,75.0
83.0,35.5,38.3,7,4,12,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,2.2739726027397262,2.111959287531807,83.0,81.0,79.0,82.0,82.0,81.5,1.3784048752090663,83.0,80.5,1.5075567228885762,83.0,81.375,1.408437308570532,83.0,83.95833333333333,4.482948916273249,95.0,75.0
84.0,37.1,40.4,8,4,12,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,2.204724409448819,2.028985507246377,83.0,82.0,80.0,81.0,82.0,82.16666666666667,1.4719601443879984,84.0,80.75,1.8153386861557965,84.0,81.45833333333333,1.5030162910008633,84.0,84.01388888888889,4.45791922520657,95.0,75.0
84.0,38.1,41.0,9,4,12,0.7071067811865476,-0.7071067811865475,-0.433883739117558,-0.9009688679024191,2.1483375959079285,2.0,84.0,83.0,80.0,80.0,82.0,82.83333333333333,1.1690451944500198,84.0,81.08333333333333,2.020725942163532,84.0,81.54166666666667,1.587427962532912,84.0,84.08333333333333,4.417474901687869,95.0,76.0
83.0,26.8,30.4,10,4,12,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,2.985611510791367,2.643312101910828,84.0,83.0,81.0,79.0,83.0,83.16666666666667,0.7527726527090726,84.0,81.41666666666667,1.9752253419583712,84.0,81.54166666666667,1.587427962532912,84.0,84.15277777777777,4.359415008636751,95.0,76.0
83.0,23.5,27.9,11,4,12,0.258819045102521,-0.9659258262890682,-0.433883739117558,-0.9009688679024191,3.3877551020408165,2.8719723183391004,83.0,84.0,82.0,79.0,83.0,83.33333333333333,0.5163977794942973,84.0,81.75,1.8647446815240378,84.0,81.54166666666667,1.587427962532912,84.0,84.22222222222223,4.299434034886948,95.0,77.0
83.0,21.9,26.7,12,4,12,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,3.624454148471616,2.996389891696751,83.0,84.0,83.0,79.0,83.0,83.33333333333333,0.5163977794942973,84.0,82.08333333333333,1.6764862244007726,84.0,81.54166666666667,1.587427962532912,84.0,84.29166666666667,4.237450402717762,95.0,76.0
83.0,19.2,24.1,13,4,12,-0.2588190451025208,-0.9659258262890683,-0.433883739117558,-0.9009688679024191,4.108910891089109,3.3067729083665336,83.0,83.0,83.0,79.0,82.0,83.33333333333333,0.5163977794942973,84.0,82.41666666666667,1.3789543689022783,84.0,81.58333333333333,1.6129008882637,84.0,84.36111111111111,4.173374881672309,95.0,76.0
83.0,16.9,21.1,14,4,12,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,4.636871508379889,3.755656108597285,83.0,83.0,84.0,80.0,82.0,83.16666666666667,0.4082482904638435,84.0,82.66666666666667,1.1547005383790563,84.0,81.625,1.6368713529433139,84.0,84.43055555555556,4.107109565471264,95.0,75.0
84.0,14.8,18.2,15,4,12,-0.7071067811865471,-0.7071067811865479,-0.433883739117558,-0.9009688679024191,5.3164556962025316,4.375,83.0,83.0,84.0,80.0,82.0,83.16666666666667,0.4082482904638435,84.0,83.0,0.8528028654221944,84.0,81.70833333333333,1.7062332443301824,84.0,84.51388888888889,4.0350333979648365,95.0,75.0
83.0,12.6,15.5,16,4,12,-0.8660254037844384,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,6.102941176470589,5.03030303030303,84.0,83.0,83.0,81.0,82.0,83.16666666666667,0.4082482904638435,84.0,83.16666666666667,0.5773502691892746,84.0,81.75,1.7257638510424167,84.0,84.58333333333333,3.9637441397791737,95.0,75.0
83.0,9.7,11.3,17,4,12,-0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,7.757009345794393,6.747967479674796,83.0,83.0,83.0,82.0,82.0,83.16666666666667,0.4082482904638435,84.0,83.25,0.452267016866208,84.0,81.79166666666667,1.7440374613712306,84.0,84.65277777777777,3.889892001188157,95.0,75.0
83.0,15.4,16.8,18,4,12,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,5.060975609756098,4.662921348314606,83.0,84.0,83.0,83.0,82.0,83.16666666666667,0.4082482904638435,84.0,83.25,0.452267016866208,84.0,81.83333333333333,1.761093204620887,84.0,84.63888888888889,3.894038620277509,95.0,75.0
83.0,21.4,22.8,19,4,12,-0.9659258262890684,0.2588190451025203,-0.433883739117558,-0.9009688679024191,3.7053571428571432,3.4873949579831933,83.0,83.0,83.0,83.0,82.0,83.16666666666667,0.4082482904638435,84.0,83.25,0.452267016866208,84.0,81.875,1.7769661492700772,84.0,84.55555555555556,3.8634760998788176,95.0,74.0
83.0,24.7,26.4,20,4,12,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,3.2295719844357977,3.0291970802919708,83.0,83.0,83.0,84.0,81.0,83.16666666666667,0.4082482904638435,84.0,83.16666666666667,0.3892494720802393,84.0,81.95833333333333,1.7810394294554313,84.0,84.61111111111111,3.810864955071255,95.0,74.0
82.0,27.4,29.2,21,4,12,-0.7071067811865477,0.7071067811865474,-0.433883739117558,-0.9009688679024191,2.887323943661972,2.7152317880794703,83.0,83.0,84.0,84.0,80.0,82.83333333333333,0.40824829046386546,83.0,83.0,0.4264014327107178,84.0,82.04166666666667,1.7315277663949487,84.0,84.65277777777777,3.7647726760103812,95.0,74.0
82.0,29.9,32.1,22,4,12,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,2.6537216828478964,2.4773413897280965,82.0,83.0,83.0,83.0,79.0,82.66666666666667,0.5163977794943322,83.0,82.91666666666667,0.5149286505440115,84.0,82.16666666666667,1.6061476099434733,84.0,84.68055555555556,3.7372370184511063,95.0,74.0
82.0,30.9,33.4,23,4,12,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,2.5705329153605017,2.3837209302325584,82.0,83.0,83.0,83.0,79.0,82.5,0.5477225575051818,83.0,82.83333333333333,0.5773502691892379,84.0,82.29166666666667,1.4589801878042794,84.0,84.68055555555556,3.7372370184511063,95.0,74.0
81.0,28.8,31.7,0,5,12,0.0,1.0,-0.9749279121818236,-0.2225209339563146,2.7181208053691273,2.477064220183486,82.0,82.0,83.0,83.0,79.0,82.16666666666667,0.7527726527091014,83.0,82.66666666666667,0.7784989441612258,84.0,82.375,1.3125646981982053,84.0,84.63888888888889,3.7615757694310132,95.0,74.0
80.0,25.6,28.7,1,5,12,0.25881904510252074,0.9659258262890683,-0.9749279121818236,-0.2225209339563146,3.007518796992481,2.6936026936026938,81.0,82.0,83.0,83.0,79.0,81.66666666666667,1.0327955589886717,83.0,82.41666666666667,1.083624669450609,84.0,82.41666666666667,1.2128538629007428,84.0,84.56944444444444,3.8007648929548306,95.0,74.0
79.0,22.2,25.5,2,5,12,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,3.4051724137931036,2.981132075471698,80.0,82.0,83.0,83.0,80.0,81.0,1.2649110640673844,82.0,82.08333333333333,1.443375672973886,84.0,82.375,1.3125646981982053,84.0,84.45833333333333,3.845383183895445,95.0,75.0
78.0,19.5,23.0,3,5,12,0.7071067811865475,0.7071067811865476,-0.9749279121818236,-0.2225209339563146,3.8048780487804876,3.25,79.0,81.0,82.0,84.0,80.0,80.33333333333333,1.6329931618554823,82.0,81.58333333333333,1.7298624923454693,83.0,82.29166666666667,1.5174110293139664,84.0,84.31944444444444,3.8959219881454437,95.0,76.0
